0,1,2,3,4,Label
624.0,0.0,0.0,0.0,0.0,0
468.0,0.0,0.0,0.0,-0.25,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
832.0,0.0,0.0,0.0,0.7777777777777777,0
468.0,0.0,0.0,0.0,-0.4375,0
808.0,0.0,0.0,0.0,0.7264957264957266,0
492.0,0.0,0.0,0.0,-0.3910891089108911,0
790.0,0.0,0.0,0.0,0.6056910569105691,0
510.0,0.0,0.0,0.0,-0.35443037974683544,0
754.0,0.0,0.0,0.0,0.4784313725490197,0
546.0,0.0,0.0,0.0,-0.27586206896551724,0
754.0,0.0,0.0,0.0,0.38095238095238093,0
546.0,0.0,0.0,0.0,-0.27586206896551724,0
754.0,0.0,0.0,0.0,0.38095238095238093,0
546.0,0.0,0.0,0.0,-0.27586206896551724,0
754.0,0.0,0.0,0.0,0.38095238095238093,0
546.0,0.0,0.0,0.0,-0.27586206896551724,0
738.0,0.0,0.0,0.0,0.35164835164835173,0
562.0,0.0,0.0,0.0,-0.2384823848238482,0
728.0,0.0,0.0,0.0,0.2953736654804271,0
572.0,0.0,0.0,0.0,-0.2142857142857143,0
728.0,0.0,0.0,0.0,0.2727272727272727,0
572.0,0.0,0.0,0.0,-0.2142857142857143,0
720.0,0.0,0.0,0.0,0.25874125874125875,0
580.0,0.0,0.0,0.0,-0.19444444444444442,0
682.0,0.0,0.0,0.0,0.17586206896551726,0
