Data,Label
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
-1.0829055682729558,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
-2.05902045764937,1
-3.296542729622938,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.114632313288931,1
0.1205599183364833,1
0.1147939752447711,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1147400879261552,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1146862006075392,0
0.113931778146947,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
-0.0062908296811856,1
-1.1483786603891264,1
-3.1007701010977944,1
-3.03551255825608,1
-1.8728936591561467,1
-3.420537449754056,1
-3.5986889250923824,1
-3.6905668033294816,1
-3.7696194997364127,1
-3.703769196389946,1
-4.807920354793533,1
-5.722549813631217,1
-7.7087824904295585,1
-8.931377975147015,1
-2.3598194701534614,1
-1.9197217390318289,1
-7.367783538239322,1
-8.563273701693872,1
-5.956690213009626,1
-4.031889079431399,1
-4.027470319305039,1
-3.931712554127731,1
-4.370894200832916,1
-3.9914735904707976,1
-4.031080769652191,1
-4.483680358692297,1
-4.376606256606013,1
-4.059048288012928,1
-3.946316017472156,1
-3.7657935001148126,1
-3.8909198539368255,1
-4.175391008900837,1
-4.2762680693464965,1
-4.410824703925989,1
-4.730807601856706,1
-5.494337019300368,1
-7.28064774404027,1
-7.935701989113672,1
-2.674090312311082,1
-1.6743727773816828,1
-6.912866794498807,1
-6.673984311082358,1
-5.419379759108109,1
-3.493931977706506,1
-3.5837082505176534,1
-3.062456217563145,1
-3.4039940429395186,1
-3.5838160251548854,1
-1.5963439400284158,1
-3.3864267770713097,1
-3.5935157425054296,1
-1.7937331881119911,1
0.115332848430915,1
0.1205599183364833,1
0.0666187124037371,1
-0.0476224030582272,1
0.1205599183364833,1
0.1081119477366188,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,1
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1150095245192271,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
-0.3060659831316132,0
0.1205599183364833,0
-0.4928933167668125,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1106446517114829,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1153867357495233,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1157100596612111,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.115548397705371,0
0.1158717216170512,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.109405243383355,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
-0.1639651239461436,0
0.0529313334757447,0
0.0517458124662327,0
-0.0035425764318655,0
0.0921613014268342,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1053636944872987,0
0.110321327799795,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1153867357495233,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1159256089356672,0
0.1158717216170512,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1097285672950429,0
0.1205599183364833,0
0.1205599183364833,0
0.1158717216170512,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.115548397705371,0
0.1152789611122991,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1151711864750672,0
0.1205599183364833,0
0.1205599183364833,0
0.1156022850239793,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1149556372006112,0
0.1205599183364833,0
0.112746257137435,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1158717216170512,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1154406230681392,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1140934401027871,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1159256089356672,0
0.1205599183364833,0
0.1205599183364833,0
0.1112374122162351,0
0.1156561723425952,0
0.1205599183364833,0
0.1084891589669149,0
0.1205599183364833,0
0.1114529614906911,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1107524263487148,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1072497506387947,0
0.1159794962542831,0
0.1205599183364833,0
0.1205599183364833,0
0.1146862006075392,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1161950455287391,0
0.1205599183364833,0
0.1205599183364833,0
0.1159794962542831,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1163567074845792,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1177577777685472,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.116248932847355,0
0.1205599183364833,0
0.1161950455287391,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.116033383572899,0
0.1205599183364833,0
0.116033383572899,0
0.116248932847355,0
0.116248932847355,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1053098071686827,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1161411582101232,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.115763946979827,0
0.1205599183364833,0
0.116033383572899,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1147400879261552,0
0.1205599183364833,0
0.112261271269907,0
0.1205599183364833,0
0.1205599183364833,0
0.1181888763174593,0
0.110806313667323,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.116248932847355,0
0.1160872708915073,0
0.1205599183364833,0
0.1205599183364833,0
0.1154406230681392,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1111296375790109,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1156561723425952,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1168416933521072,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1159794962542831,0
0.116033383572899,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.110321327799795,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1158717216170512,0
0.1159256089356672,0
0.1205599183364833,0
0.1205599183364833,0
0.1067647647712667,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1143089893772431,0
0.1128540317746591,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.115817834298443,0
0.1161411582101232,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1118840600396108,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1117223980837631,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1164644821218111,0
0.1166261440776512,0
0.1205599183364833,0
0.111506848809307,0
0.1205599183364833,0
0.1160872708915073,0
0.1117223980837631,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.0992205401652903,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1164644821218111,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1161950455287391,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1205599183364833,0
0.1161950455287391,0
0.1205599183364833,0
0.1205599183364833,0
