Data,Label
47.606,0
42.58,0
46.03,0
44.992,0
45.238,0
45.752,0
46.476000000000006,0
42.752,0
46.156000000000006,0
43.35,0
46.292,0
43.428,0
46.31399999999999,0
43.688,0
45.4,0
45.858,0
43.138000000000005,0
46.024,0
46.502,0
42.606,0
45.47,0
42.652,0
46.48,0
45.47,0
44.882,0
42.502,0
46.104,0
43.88399999999999,0
43.944,0
46.056,0
45.658,0
43.662,0
44.074,0
42.91,0
44.32,0
44.718,0
45.658,0
42.63,0
46.478,0
46.432,0
41.766000000000005,0
47.008,0
44.946000000000005,0
42.112,0
43.85,0
43.78,0
46.11,0
43.662,0
46.808,0
40.586,0
45.87,0
43.618,0
43.638000000000005,0
48.412,0
40.61,0
43.402,0
42.324,0
44.56399999999999,0
42.858,0
45.638000000000005,0
44.32,0
40.916,0
45.586000000000006,0
43.696000000000005,0
43.908,0
47.042,0
43.498,0
43.772,0
42.642,0
44.194,0
45.63399999999999,0
43.17,0
43.732,0
43.498,0
45.492,0
44.742,0
43.216,0
45.848,0
42.824,0
42.23,0
42.442,0
43.474,0
46.666,0
40.97,0
43.732,0
45.164,0
44.782,0
44.084,0
44.968,0
46.104,0
43.688,0
42.332,0
43.756,0
43.708,0
45.498,0
45.774,0
42.31,0
46.682,0
43.498,0
44.096,0
44.022,0
47.572,0
42.258,0
44.202,0
44.32,0
44.014,0
44.984,0
45.59,0
40.69,0
44.176,0
46.264,0
44.108,0
45.586000000000006,0
44.9,0
43.586000000000006,0
43.556,0
45.774,0
43.122,0
44.836000000000006,0
47.37,0
42.03,0
45.61,0
44.962,0
44.812,0
45.63399999999999,0
44.516000000000005,0
45.164,0
43.568,0
45.216,0
42.888000000000005,0
44.70399999999999,0
46.288,0
42.606,0
44.622,0
45.962,0
46.236,0
43.262,0
43.942,0
42.582,0
43.67,0
44.142,0
43.79,0
44.882,0
48.686000000000014,0
40.938,0
45.586000000000006,0
45.734,0
44.554,0
44.43600000000001,0
47.676,0
42.606,0
45.492,0
43.086000000000006,0
45.306,0
43.536,0
45.694,0
43.24,0
43.122,0
46.338,0
45.822,0
43.098,0
47.746,0
44.428,0
42.834,0
44.758,0
45.892,0
49.014,0
43.522,0
45.63399999999999,0
42.544,0
44.994,0
47.08,0
45.24,0
44.084,0
45.79,0
43.248,0
46.848,0
42.864,0
44.202,0
45.916,0
43.924,0
42.992,0
46.38399999999999,0
45.774,0
43.816,0
46.69,0
42.394,0
44.6,0
44.038,0
46.126000000000005,0
46.644,0
42.638000000000005,0
45.23,0
45.986,0
45.07,0
44.394,0
44.788,0
48.874,0
41.972,0
45.568,0
43.122,0
44.202,0
44.554,0
44.882,0
45.258,0
44.36600000000001,0
45.606,0
44.43600000000001,0
44.226000000000006,0
47.476000000000006,0
45.164,0
42.91,0
46.784,0
42.54,0
45.404,0
46.198,0
46.338,0
42.536,0
46.5,0
45.88399999999999,0
43.45,0
46.252,0
46.08,0
42.77,0
44.648,0
43.36600000000001,0
45.46,0
44.508,0
43.156000000000006,0
46.432,0
44.836000000000006,0
44.43600000000001,0
45.0,0
47.664,0
43.874,0
45.624,0
48.38,0
41.738,0
45.446000000000005,0
46.644,0
46.352,0
45.142,0
45.606,0
46.39,0
43.31,0
48.12,0
44.334,0
44.794,0
46.76,0
45.088,0
43.392,0
44.882,0
44.86,0
45.112,0
46.784,0
46.996,0
44.68,0
45.492,0
44.578,0
43.36,0
45.83,0
44.888000000000005,0
44.4,0
47.558,0
45.014,0
43.732,0
46.854,0
46.244,0
42.958,0
46.644,0
47.548,0
40.658,0
44.718,0
46.586000000000006,0
44.12,0
43.802,0
45.024,0
46.362,0
47.464,0
44.068,0
44.084,0
46.644,0
46.298,0
45.29,0
44.538,0
45.78,0
45.932,0
46.096,0
44.812,0
47.058,0
44.79600000000001,0
44.578,0
47.348,0
42.794,0
44.648,0
46.596,0
43.21,0
45.14,0
45.094,0
46.312,0
42.584,0
47.394,0
43.1,0
44.448,0
44.202,0
46.784,0
45.986,0
44.508,0
43.63399999999999,0
42.974,0
44.87,0
45.714,0
44.53,0
47.392,0
42.888000000000005,0
43.78,0
44.39,0
46.174,0
45.376,0
44.32,0
42.512,0
45.396,0
44.038,0
42.406000000000006,0
43.92,0
46.056,0
44.43600000000001,0
45.078,0
42.876,0
47.23,0
46.174,0
40.798,0
44.1,0
43.788,0
44.742,0
44.938,0
48.36600000000001,0
39.718,0
45.684,0
43.978,0
45.094,0
43.122,0
45.658,0
41.83,0
44.836000000000006,0
42.558,0
44.508,0
42.354,0
45.36600000000001,0
41.972,0
45.70399999999999,0
44.63,0
42.042,0
46.012,0
45.56399999999999,0
43.56,0
42.184,0
43.662,0
45.47,0
43.334,0
46.198,0
40.774,0
45.892,0
43.638000000000005,0
44.906000000000006,0
45.438,0
44.276,0
41.924,0
43.334,0
44.896,0
42.752,0
43.38,0
46.38399999999999,0
40.306,0
45.774,0
43.544,0
43.756,0
44.882,0
47.158,0
41.784,0
42.458,0
43.544,0
44.272,0
44.976000000000006,0
44.86,0
44.36600000000001,0
44.018,0
42.674,0
45.328,0
44.014,0
45.70399999999999,0
41.76,0
43.468,0
46.38,0
41.278,0
44.084,0
45.422,0
42.136,0
46.362,0
44.178,0
44.32,0
49.238,0
41.644,0
44.694,0
42.864,0
44.108,0
44.742,0
45.188,0
47.464,0
42.344,0
44.414,0
44.32,0
44.272,0
46.528,0
45.986,0
42.512,0
45.61,0
44.44,0
42.982,0
44.248,0
45.846,0
42.356,0
46.924,0
45.024,0
43.076,0
46.408,0
47.09,0
41.578,0
44.272,0
44.46,0
45.0,0
47.066,0
46.522,0
41.976000000000006,0
46.666,0
44.46,0
45.04600000000001,0
45.738,0
47.926,0
41.526,0
44.718,0
45.798,0
43.098,0
44.894,0
45.04600000000001,0
45.446000000000005,0
44.174,0
45.164,0
44.184,0
46.244,0
48.098,0
41.88,0
45.386,0
43.152,0
46.538,0
44.226000000000006,0
44.648,0
46.338,0
44.928,0
45.018,0
47.382,0
44.394,0
